# ----------------------------------------
# All Web Site Data
# Searches by Player and Date
# 20191020-20191026
# ----------------------------------------

Event Label,Date,Total Events,Unique Events,Event Value,Avg. Value
70130,20191025,1,1,"70,130","70,130.00"
70129,20191024,1,1,"70,129","70,129.00"
17524,20191022,4,2,"70,096","17,524.00"
70068,20191021,1,1,"70,068","70,068.00"
70002,20191025,1,1,"70,002","70,002.00"
70002,20191026,1,1,"70,002","70,002.00"
69964,20191025,1,1,"69,964","69,964.00"
69942,20191024,1,1,"69,942","69,942.00"
69935,20191022,1,1,"69,935","69,935.00"
69917,20191025,1,1,"69,917","69,917.00"
69895,20191021,1,1,"69,895","69,895.00"
69895,20191022,1,1,"69,895","69,895.00"
69889,20191023,1,1,"69,889","69,889.00"
69881,20191022,1,1,"69,881","69,881.00"
69881,20191023,1,1,"69,881","69,881.00"
69881,20191024,1,1,"69,881","69,881.00"
69881,20191025,1,1,"69,881","69,881.00"
69860,20191020,1,1,"69,860","69,860.00"
69829,20191024,1,1,"69,829","69,829.00"
69823,20191021,1,1,"69,823","69,823.00"
69822,20191020,1,1,"69,822","69,822.00"
69813,20191023,1,1,"69,813","69,813.00"
69810,20191021,1,1,"69,810","69,810.00"
69807,20191022,1,1,"69,807","69,807.00"
69807,20191024,1,1,"69,807","69,807.00"
69807,20191025,1,1,"69,807","69,807.00"
69807,20191026,1,1,"69,807","69,807.00"
69798,20191020,1,1,"69,798","69,798.00"
69784,20191021,1,1,"69,784","69,784.00"
69784,20191025,1,1,"69,784","69,784.00"
69777,20191022,1,1,"69,777","69,777.00"
69750,20191022,1,1,"69,750","69,750.00"
69750,20191025,1,1,"69,750","69,750.00"
69746,20191023,1,1,"69,746","69,746.00"
69745,20191021,1,1,"69,745","69,745.00"
69731,20191022,1,1,"69,731","69,731.00"
69714,20191025,1,1,"69,714","69,714.00"
69713,20191024,1,1,"69,713","69,713.00"
69707,20191026,1,1,"69,707","69,707.00"
69705,20191024,1,1,"69,705","69,705.00"
69682,20191024,1,1,"69,682","69,682.00"
69675,20191025,1,1,"69,675","69,675.00"
69667,20191022,1,1,"69,667","69,667.00"
69667,20191023,1,1,"69,667","69,667.00"
69656,20191024,1,1,"69,656","69,656.00"
34819,20191026,2,1,"69,638","34,819.00"
69629,20191024,1,1,"69,629","69,629.00"
69629,20191025,1,1,"69,629","69,629.00"
69614,20191024,1,1,"69,614","69,614.00"
69614,20191026,1,1,"69,614","69,614.00"
69604,20191025,1,1,"69,604","69,604.00"
69598,20191024,1,1,"69,598","69,598.00"
69576,20191022,1,1,"69,576","69,576.00"
69570,20191020,1,1,"69,570","69,570.00"
69566,20191023,1,1,"69,566","69,566.00"
69561,20191025,1,1,"69,561","69,561.00"
69559,20191022,1,1,"69,559","69,559.00"
69557,20191022,1,1,"69,557","69,557.00"
69555,20191025,1,1,"69,555","69,555.00"
69544,20191026,1,1,"69,544","69,544.00"
69539,20191023,1,1,"69,539","69,539.00"
69538,20191024,1,1,"69,538","69,538.00"
69537,20191025,1,1,"69,537","69,537.00"
69516,20191021,1,1,"69,516","69,516.00"
69497,20191025,1,1,"69,497","69,497.00"
69492,20191025,1,1,"69,492","69,492.00"
69491,20191022,1,1,"69,491","69,491.00"
69490,20191020,1,1,"69,490","69,490.00"
69487,20191025,1,1,"69,487","69,487.00"
69480,20191023,1,1,"69,480","69,480.00"
69456,20191026,1,1,"69,456","69,456.00"
69450,20191021,1,1,"69,450","69,450.00"
69450,20191026,1,1,"69,450","69,450.00"
69441,20191021,1,1,"69,441","69,441.00"
69441,20191025,1,1,"69,441","69,441.00"
69440,20191023,1,1,"69,440","69,440.00"
69440,20191025,1,1,"69,440","69,440.00"
69428,20191020,1,1,"69,428","69,428.00"
69428,20191025,1,1,"69,428","69,428.00"
69425,20191023,1,1,"69,425","69,425.00"
69411,20191025,1,1,"69,411","69,411.00"
69404,20191025,1,1,"69,404","69,404.00"
69403,20191021,1,1,"69,403","69,403.00"
69403,20191026,1,1,"69,403","69,403.00"
69397,20191021,1,1,"69,397","69,397.00"
69397,20191024,1,1,"69,397","69,397.00"
69390,20191021,1,1,"69,390","69,390.00"
69384,20191024,1,1,"69,384","69,384.00"
69383,20191025,1,1,"69,383","69,383.00"
69380,20191021,1,1,"69,380","69,380.00"
69374,20191023,1,1,"69,374","69,374.00"
69374,20191026,1,1,"69,374","69,374.00"
69368,20191022,1,1,"69,368","69,368.00"
69359,20191020,1,1,"69,359","69,359.00"
69355,20191022,1,1,"69,355","69,355.00"
69355,20191025,1,1,"69,355","69,355.00"
69353,20191022,1,1,"69,353","69,353.00"
69351,20191023,1,1,"69,351","69,351.00"
69351,20191025,1,1,"69,351","69,351.00"
69344,20191020,1,1,"69,344","69,344.00"
69341,20191024,1,1,"69,341","69,341.00"
69331,20191022,1,1,"69,331","69,331.00"
69329,20191022,1,1,"69,329","69,329.00"
69318,20191024,1,1,"69,318","69,318.00"
69288,20191026,1,1,"69,288","69,288.00"
69281,20191021,1,1,"69,281","69,281.00"
69281,20191023,1,1,"69,281","69,281.00"
69281,20191024,1,1,"69,281","69,281.00"
69279,20191022,1,1,"69,279","69,279.00"
69267,20191021,1,1,"69,267","69,267.00"
69264,20191024,1,1,"69,264","69,264.00"
69262,20191020,1,1,"69,262","69,262.00"
69262,20191023,1,1,"69,262","69,262.00"
69244,20191020,1,1,"69,244","69,244.00"
69244,20191021,1,1,"69,244","69,244.00"
69242,20191024,1,1,"69,242","69,242.00"
69232,20191022,1,1,"69,232","69,232.00"
69221,20191024,1,1,"69,221","69,221.00"
69218,20191025,1,1,"69,218","69,218.00"
69217,20191024,1,1,"69,217","69,217.00"
69212,20191025,1,1,"69,212","69,212.00"
69210,20191021,1,1,"69,210","69,210.00"
69202,20191024,1,1,"69,202","69,202.00"
69197,20191023,1,1,"69,197","69,197.00"
69197,20191025,1,1,"69,197","69,197.00"
69196,20191020,1,1,"69,196","69,196.00"
69196,20191024,1,1,"69,196","69,196.00"
69192,20191024,1,1,"69,192","69,192.00"
69188,20191022,1,1,"69,188","69,188.00"
69188,20191024,1,1,"69,188","69,188.00"
69185,20191022,1,1,"69,185","69,185.00"
69183,20191023,1,1,"69,183","69,183.00"
69174,20191023,1,1,"69,174","69,174.00"
69174,20191024,1,1,"69,174","69,174.00"
69171,20191020,1,1,"69,171","69,171.00"
69165,20191024,1,1,"69,165","69,165.00"
69153,20191022,1,1,"69,153","69,153.00"
69144,20191020,1,1,"69,144","69,144.00"
69144,20191021,1,1,"69,144","69,144.00"
69143,20191023,1,1,"69,143","69,143.00"
69132,20191022,1,1,"69,132","69,132.00"
69132,20191025,1,1,"69,132","69,132.00"
69131,20191023,1,1,"69,131","69,131.00"
69129,20191026,1,1,"69,129","69,129.00"
69128,20191025,1,1,"69,128","69,128.00"
69124,20191020,1,1,"69,124","69,124.00"
69124,20191022,1,1,"69,124","69,124.00"
69120,20191020,1,1,"69,120","69,120.00"
69120,20191023,1,1,"69,120","69,120.00"
69086,20191025,1,1,"69,086","69,086.00"
69085,20191025,1,1,"69,085","69,085.00"
69084,20191023,1,1,"69,084","69,084.00"
69083,20191023,1,1,"69,083","69,083.00"
69083,20191025,1,1,"69,083","69,083.00"
69080,20191021,1,1,"69,080","69,080.00"
69079,20191021,1,1,"69,079","69,079.00"
69079,20191025,1,1,"69,079","69,079.00"
69076,20191021,1,1,"69,076","69,076.00"
69076,20191024,1,1,"69,076","69,076.00"
69073,20191023,1,1,"69,073","69,073.00"
69068,20191026,1,1,"69,068","69,068.00"
69066,20191022,1,1,"69,066","69,066.00"
69057,20191024,1,1,"69,057","69,057.00"
69055,20191022,1,1,"69,055","69,055.00"
69054,20191022,1,1,"69,054","69,054.00"
69051,20191023,1,1,"69,051","69,051.00"
69050,20191025,1,1,"69,050","69,050.00"
69045,20191025,1,1,"69,045","69,045.00"
69045,20191026,1,1,"69,045","69,045.00"
69041,20191025,1,1,"69,041","69,041.00"
69041,20191026,1,1,"69,041","69,041.00"
69040,20191023,1,1,"69,040","69,040.00"
69040,20191025,1,1,"69,040","69,040.00"
69035,20191022,1,1,"69,035","69,035.00"
69033,20191022,1,1,"69,033","69,033.00"
69031,20191025,1,1,"69,031","69,031.00"
69029,20191020,1,1,"69,029","69,029.00"
69029,20191024,1,1,"69,029","69,029.00"
69025,20191022,1,1,"69,025","69,025.00"
69025,20191023,1,1,"69,025","69,025.00"
69025,20191024,1,1,"69,025","69,025.00"
69024,20191025,1,1,"69,024","69,024.00"
69024,20191026,1,1,"69,024","69,024.00"
69023,20191020,1,1,"69,023","69,023.00"
69023,20191026,1,1,"69,023","69,023.00"
69020,20191025,1,1,"69,020","69,020.00"
69020,20191026,1,1,"69,020","69,020.00"
69017,20191023,1,1,"69,017","69,017.00"
69015,20191023,1,1,"69,015","69,015.00"
34506,20191020,2,1,"69,012","34,506.00"
69011,20191025,1,1,"69,011","69,011.00"
69005,20191024,1,1,"69,005","69,005.00"
69005,20191025,1,1,"69,005","69,005.00"
68996,20191021,1,1,"68,996","68,996.00"
68996,20191023,1,1,"68,996","68,996.00"
68996,20191024,1,1,"68,996","68,996.00"
68992,20191020,1,1,"68,992","68,992.00"
68990,20191020,1,1,"68,990","68,990.00"
68989,20191025,1,1,"68,989","68,989.00"
68983,20191022,1,1,"68,983","68,983.00"
68983,20191024,1,1,"68,983","68,983.00"
68983,20191026,1,1,"68,983","68,983.00"
68981,20191023,1,1,"68,981","68,981.00"
68981,20191024,1,1,"68,981","68,981.00"
68981,20191025,1,1,"68,981","68,981.00"
68977,20191024,1,1,"68,977","68,977.00"
68976,20191021,1,1,"68,976","68,976.00"
68974,20191023,1,1,"68,974","68,974.00"
68974,20191024,1,1,"68,974","68,974.00"
68970,20191020,1,1,"68,970","68,970.00"
68970,20191023,1,1,"68,970","68,970.00"
68970,20191025,1,1,"68,970","68,970.00"
68969,20191020,1,1,"68,969","68,969.00"
68968,20191023,1,1,"68,968","68,968.00"
68968,20191024,1,1,"68,968","68,968.00"
68966,20191023,1,1,"68,966","68,966.00"
68964,20191021,1,1,"68,964","68,964.00"
68958,20191021,1,1,"68,958","68,958.00"
68958,20191022,1,1,"68,958","68,958.00"
68958,20191024,1,1,"68,958","68,958.00"
68958,20191025,1,1,"68,958","68,958.00"
68958,20191026,1,1,"68,958","68,958.00"
68952,20191021,1,1,"68,952","68,952.00"
68952,20191024,1,1,"68,952","68,952.00"
68951,20191022,1,1,"68,951","68,951.00"
68950,20191024,1,1,"68,950","68,950.00"
68947,20191022,1,1,"68,947","68,947.00"
68944,20191025,1,1,"68,944","68,944.00"
68944,20191026,1,1,"68,944","68,944.00"
68943,20191020,1,1,"68,943","68,943.00"
68942,20191024,1,1,"68,942","68,942.00"
68940,20191024,1,1,"68,940","68,940.00"
68935,20191025,1,1,"68,935","68,935.00"
68935,20191026,1,1,"68,935","68,935.00"
68932,20191021,1,1,"68,932","68,932.00"
68931,20191020,1,1,"68,931","68,931.00"
68929,20191025,1,1,"68,929","68,929.00"
68927,20191020,1,1,"68,927","68,927.00"
68926,20191022,1,1,"68,926","68,926.00"
68924,20191023,1,1,"68,924","68,924.00"
68920,20191026,1,1,"68,920","68,920.00"
68919,20191020,1,1,"68,919","68,919.00"
68919,20191022,1,1,"68,919","68,919.00"
68919,20191026,1,1,"68,919","68,919.00"
68916,20191024,1,1,"68,916","68,916.00"
68914,20191024,1,1,"68,914","68,914.00"
68913,20191021,1,1,"68,913","68,913.00"
68912,20191025,1,1,"68,912","68,912.00"
68911,20191020,1,1,"68,911","68,911.00"
68911,20191021,1,1,"68,911","68,911.00"
68911,20191022,1,1,"68,911","68,911.00"
68911,20191024,1,1,"68,911","68,911.00"
68911,20191025,1,1,"68,911","68,911.00"
68909,20191026,1,1,"68,909","68,909.00"
68908,20191020,1,1,"68,908","68,908.00"
68908,20191021,1,1,"68,908","68,908.00"
68908,20191023,1,1,"68,908","68,908.00"
68908,20191025,1,1,"68,908","68,908.00"
68907,20191025,1,1,"68,907","68,907.00"
68906,20191021,1,1,"68,906","68,906.00"
68906,20191025,1,1,"68,906","68,906.00"
68905,20191025,1,1,"68,905","68,905.00"
68900,20191025,1,1,"68,900","68,900.00"
68898,20191021,1,1,"68,898","68,898.00"
68896,20191021,1,1,"68,896","68,896.00"
68896,20191023,1,1,"68,896","68,896.00"
68896,20191025,1,1,"68,896","68,896.00"
68895,20191021,1,1,"68,895","68,895.00"
68895,20191023,1,1,"68,895","68,895.00"
68895,20191026,1,1,"68,895","68,895.00"
68894,20191021,1,1,"68,894","68,894.00"
68894,20191026,1,1,"68,894","68,894.00"
68891,20191025,1,1,"68,891","68,891.00"
68890,20191023,1,1,"68,890","68,890.00"
68890,20191024,1,1,"68,890","68,890.00"
68889,20191020,1,1,"68,889","68,889.00"
68889,20191021,1,1,"68,889","68,889.00"
68889,20191026,1,1,"68,889","68,889.00"
68887,20191023,1,1,"68,887","68,887.00"
68886,20191021,1,1,"68,886","68,886.00"
34405,20191025,2,2,"68,810","34,405.00"
34083,20191021,2,1,"68,166","34,083.00"
68023,20191022,1,1,"68,023","68,023.00"
67904,20191026,1,1,"67,904","67,904.00"
16918,20191023,4,3,"67,672","16,918.00"
33802,20191024,2,1,"67,604","33,802.00"
16753,20191021,4,4,"67,012","16,753.00"
11152,20191022,6,6,"66,912","11,152.00"
33074,20191024,2,1,"66,148","33,074.00"
33074,20191026,2,1,"66,148","33,074.00"
33052,20191026,2,1,"66,104","33,052.00"
33002,20191020,2,2,"66,004","33,002.00"
32906,20191020,2,2,"65,812","32,906.00"
32906,20191021,2,2,"65,812","32,906.00"
32906,20191024,2,2,"65,812","32,906.00"
32872,20191026,2,1,"65,744","32,872.00"
32662,20191020,2,2,"65,324","32,662.00"
65246,20191024,1,1,"65,246","65,246.00"
65246,20191025,1,1,"65,246","65,246.00"
65246,20191026,1,1,"65,246","65,246.00"
32580,20191022,2,2,"65,160","32,580.00"
32522,20191022,2,2,"65,044","32,522.00"
64847,20191026,1,1,"64,847","64,847.00"
21469,20191021,3,1,"64,407","21,469.00"
63784,20191020,1,1,"63,784","63,784.00"
31854,20191024,2,1,"63,708","31,854.00"
63139,20191022,1,1,"63,139","63,139.00"
21004,20191022,3,2,"63,012","21,004.00"
31351,20191023,2,2,"62,702","31,351.00"
15611,20191026,4,2,"62,444","15,611.00"
20681,20191021,3,2,"62,043","20,681.00"
31019,20191024,2,2,"62,038","31,019.00"
31019,20191025,2,1,"62,038","31,019.00"
30893,20191026,2,2,"61,786","30,893.00"
61511,20191022,1,1,"61,511","61,511.00"
30543,20191022,2,2,"61,086","30,543.00"
30501,20191020,2,2,"61,002","30,501.00"
60985,20191020,1,1,"60,985","60,985.00"
60985,20191024,1,1,"60,985","60,985.00"
60862,20191021,1,1,"60,862","60,862.00"
30326,20191026,2,2,"60,652","30,326.00"
15147,20191022,4,3,"60,588","15,147.00"
30240,20191023,2,1,"60,480","30,240.00"
30233,20191023,2,1,"60,466","30,233.00"
30222,20191026,2,2,"60,444","30,222.00"
30154,20191025,2,1,"60,308","30,154.00"
30133,20191021,2,2,"60,266","30,133.00"
30133,20191022,2,1,"60,266","30,133.00"
30050,20191021,2,2,"60,100","30,050.00"
30029,20191025,2,1,"60,058","30,029.00"
15007,20191025,4,3,"60,028","15,007.00"
29948,20191024,2,2,"59,896","29,948.00"
29887,20191021,2,1,"59,774","29,887.00"
59749,20191021,1,1,"59,749","59,749.00"
29871,20191021,2,2,"59,742","29,871.00"
29833,20191023,2,1,"59,666","29,833.00"
29790,20191021,2,2,"59,580","29,790.00"
29790,20191023,2,2,"59,580","29,790.00"
29790,20191025,2,1,"59,580","29,790.00"
14885,20191021,4,2,"59,540","14,885.00"
14867,20191026,4,3,"59,468","14,867.00"
14849,20191025,4,3,"59,396","14,849.00"
14830,20191023,4,1,"59,320","14,830.00"
14825,20191020,4,2,"59,300","14,825.00"
29622,20191022,2,1,"59,244","29,622.00"
29551,20191021,2,2,"59,102","29,551.00"
59081,20191020,1,1,"59,081","59,081.00"
59043,20191025,1,1,"59,043","59,043.00"
14705,20191020,4,4,"58,820","14,705.00"
14705,20191026,4,4,"58,820","14,705.00"
14671,20191022,4,4,"58,684","14,671.00"
29331,20191022,2,2,"58,662","29,331.00"
29331,20191026,2,2,"58,662","29,331.00"
58645,20191025,1,1,"58,645","58,645.00"
29311,20191026,2,1,"58,622","29,311.00"
29301,20191022,2,1,"58,602","29,301.00"
29241,20191026,2,2,"58,482","29,241.00"
29216,20191026,2,2,"58,432","29,216.00"
29205,20191022,2,2,"58,410","29,205.00"
29133,20191022,2,1,"58,266","29,133.00"
58213,20191026,1,1,"58,213","58,213.00"
58159,20191021,1,1,"58,159","58,159.00"
58159,20191022,1,1,"58,159","58,159.00"
58159,20191026,1,1,"58,159","58,159.00"
29033,20191026,2,2,"58,066","29,033.00"
29018,20191021,2,1,"58,036","29,018.00"
58022,20191024,1,1,"58,022","58,022.00"
57966,20191026,1,1,"57,966","57,966.00"
28929,20191021,2,2,"57,858","28,929.00"
28920,20191020,2,2,"57,840","28,920.00"
28908,20191025,2,2,"57,816","28,908.00"
57800,20191025,1,1,"57,800","57,800.00"
28889,20191023,2,2,"57,778","28,889.00"
28884,20191021,2,2,"57,768","28,884.00"
28882,20191021,2,2,"57,764","28,882.00"
57748,20191022,1,1,"57,748","57,748.00"
28862,20191024,2,2,"57,724","28,862.00"
28861,20191021,2,2,"57,722","28,861.00"
28861,20191024,2,2,"57,722","28,861.00"
28861,20191025,2,2,"57,722","28,861.00"
28851,20191022,2,1,"57,702","28,851.00"
28838,20191023,2,2,"57,676","28,838.00"
28838,20191025,2,2,"57,676","28,838.00"
28838,20191026,2,2,"57,676","28,838.00"
57673,20191023,1,1,"57,673","57,673.00"
28825,20191020,2,1,"57,650","28,825.00"
28809,20191021,2,2,"57,618","28,809.00"
28789,20191022,2,2,"57,578","28,789.00"
28788,20191025,2,2,"57,576","28,788.00"
28782,20191024,2,2,"57,564","28,782.00"
28773,20191024,2,1,"57,546","28,773.00"
57539,20191022,1,1,"57,539","57,539.00"
19179,20191020,3,1,"57,537","19,179.00"
28765,20191022,2,2,"57,530","28,765.00"
57337,20191020,1,1,"57,337","57,337.00"
57278,20191022,1,1,"57,278","57,278.00"
57187,20191022,1,1,"57,187","57,187.00"
57178,20191023,1,1,"57,178","57,178.00"
57108,20191025,1,1,"57,108","57,108.00"
57041,20191022,1,1,"57,041","57,041.00"
57041,20191024,1,1,"57,041","57,041.00"
56965,20191026,1,1,"56,965","56,965.00"
56829,20191024,1,1,"56,829","56,829.00"
56801,20191020,1,1,"56,801","56,801.00"
56795,20191022,1,1,"56,795","56,795.00"
56795,20191025,1,1,"56,795","56,795.00"
56790,20191022,1,1,"56,790","56,790.00"
56782,20191025,1,1,"56,782","56,782.00"
18907,20191024,3,1,"56,721","18,907.00"
56702,20191021,1,1,"56,702","56,702.00"
56631,20191024,1,1,"56,631","56,631.00"
56610,20191026,1,1,"56,610","56,610.00"
56607,20191024,1,1,"56,607","56,607.00"
56602,20191020,1,1,"56,602","56,602.00"
56600,20191021,1,1,"56,600","56,600.00"
56600,20191022,1,1,"56,600","56,600.00"
56579,20191022,1,1,"56,579","56,579.00"
56575,20191025,1,1,"56,575","56,575.00"
56573,20191024,1,1,"56,573","56,573.00"
56569,20191022,1,1,"56,569","56,569.00"
54744,20191024,1,1,"54,744","54,744.00"
54401,20191020,1,1,"54,401","54,401.00"
54367,20191022,1,1,"54,367","54,367.00"
54283,20191024,1,1,"54,283","54,283.00"
53896,20191021,1,1,"53,896","53,896.00"
53856,20191021,1,1,"53,856","53,856.00"
13395,20191021,4,3,"53,580","13,395.00"
26308,20191021,2,1,"52,616","26,308.00"
17529,20191024,3,3,"52,587","17,529.00"
13130,20191021,4,1,"52,520","13,130.00"
52102,20191023,1,1,"52,102","52,102.00"
17235,20191025,3,2,"51,705","17,235.00"
17234,20191025,3,3,"51,702","17,234.00"
17234,20191026,3,3,"51,702","17,234.00"
12924,20191025,4,3,"51,696","12,924.00"
51584,20191026,1,1,"51,584","51,584.00"
51401,20191021,1,1,"51,401","51,401.00"
51396,20191021,1,1,"51,396","51,396.00"
51334,20191025,1,1,"51,334","51,334.00"
16918,20191020,3,3,"50,754","16,918.00"
50516,20191020,1,1,"50,516","50,516.00"
50516,20191022,1,1,"50,516","50,516.00"
50503,20191024,1,1,"50,503","50,503.00"
50503,20191026,1,1,"50,503","50,503.00"
50142,20191022,1,1,"50,142","50,142.00"
50065,20191026,1,1,"50,065","50,065.00"
49646,20191025,1,1,"49,646","49,646.00"
9910,20191021,5,1,"49,550","9,910.00"
49362,20191025,1,1,"49,362","49,362.00"
49283,20191022,1,1,"49,283","49,283.00"
49283,20191025,1,1,"49,283","49,283.00"
49198,20191026,1,1,"49,198","49,198.00"
12232,20191020,4,3,"48,928","12,232.00"
48908,20191021,1,1,"48,908","48,908.00"
48513,20191023,1,1,"48,513","48,513.00"
48372,20191020,1,1,"48,372","48,372.00"
48372,20191023,1,1,"48,372","48,372.00"
48015,20191021,1,1,"48,015","48,015.00"
48015,20191022,1,1,"48,015","48,015.00"
48015,20191023,1,1,"48,015","48,015.00"
5976,20191020,8,3,"47,808","5,976.00"
47704,20191023,1,1,"47,704","47,704.00"
47589,20191022,1,1,"47,589","47,589.00"
47132,20191026,1,1,"47,132","47,132.00"
47123,20191025,1,1,"47,123","47,123.00"
46908,20191020,1,1,"46,908","46,908.00"
46845,20191025,1,1,"46,845","46,845.00"
23403,20191020,2,2,"46,806","23,403.00"
23403,20191021,2,2,"46,806","23,403.00"
46769,20191020,1,1,"46,769","46,769.00"
46769,20191024,1,1,"46,769","46,769.00"
46769,20191026,1,1,"46,769","46,769.00"
46753,20191022,1,1,"46,753","46,753.00"
46654,20191024,1,1,"46,654","46,654.00"
46640,20191021,1,1,"46,640","46,640.00"
46460,20191021,1,1,"46,460","46,460.00"
46460,20191022,1,1,"46,460","46,460.00"
46453,20191023,1,1,"46,453","46,453.00"
46445,20191020,1,1,"46,445","46,445.00"
46445,20191021,1,1,"46,445","46,445.00"
46441,20191021,1,1,"46,441","46,441.00"
46441,20191024,1,1,"46,441","46,441.00"
46369,20191022,1,1,"46,369","46,369.00"
46369,20191024,1,1,"46,369","46,369.00"
46369,20191025,1,1,"46,369","46,369.00"
46294,20191024,1,1,"46,294","46,294.00"
46223,20191024,1,1,"46,223","46,223.00"
46171,20191025,1,1,"46,171","46,171.00"
46167,20191022,1,1,"46,167","46,167.00"
46167,20191023,1,1,"46,167","46,167.00"
46162,20191024,1,1,"46,162","46,162.00"
46157,20191022,1,1,"46,157","46,157.00"
46146,20191023,1,1,"46,146","46,146.00"
46133,20191023,1,1,"46,133","46,133.00"
46119,20191021,1,1,"46,119","46,119.00"
46119,20191022,1,1,"46,119","46,119.00"
46119,20191024,1,1,"46,119","46,119.00"
46105,20191022,1,1,"46,105","46,105.00"
46082,20191022,1,1,"46,082","46,082.00"
46082,20191026,1,1,"46,082","46,082.00"
46070,20191021,1,1,"46,070","46,070.00"
46059,20191021,1,1,"46,059","46,059.00"
46059,20191022,1,1,"46,059","46,059.00"
46059,20191024,1,1,"46,059","46,059.00"
46053,20191022,1,1,"46,053","46,053.00"
46033,20191024,1,1,"46,033","46,033.00"
15289,20191021,3,3,"45,867","15,289.00"
15289,20191024,3,2,"45,867","15,289.00"
45850,20191022,1,1,"45,850","45,850.00"
45840,20191024,1,1,"45,840","45,840.00"
15279,20191023,3,3,"45,837","15,279.00"
45817,20191024,1,1,"45,817","45,817.00"
45685,20191023,1,1,"45,685","45,685.00"
45675,20191022,1,1,"45,675","45,675.00"
45646,20191023,1,1,"45,646","45,646.00"
15188,20191026,3,3,"45,564","15,188.00"
15167,20191021,3,1,"45,501","15,167.00"
45451,20191020,1,1,"45,451","45,451.00"
45346,20191022,1,1,"45,346","45,346.00"
45346,20191026,1,1,"45,346","45,346.00"
15105,20191025,3,3,"45,315","15,105.00"
15102,20191025,3,3,"45,306","15,102.00"
15082,20191021,3,3,"45,246","15,082.00"
45178,20191022,1,1,"45,178","45,178.00"
45178,20191026,1,1,"45,178","45,178.00"
45126,20191024,1,1,"45,126","45,126.00"
45126,20191026,1,1,"45,126","45,126.00"
45042,20191023,1,1,"45,042","45,042.00"
44990,20191024,1,1,"44,990","44,990.00"
44932,20191022,1,1,"44,932","44,932.00"
44930,20191025,1,1,"44,930","44,930.00"
44925,20191022,1,1,"44,925","44,925.00"
44917,20191021,1,1,"44,917","44,917.00"
44917,20191022,1,1,"44,917","44,917.00"
44909,20191024,1,1,"44,909","44,909.00"
44767,20191024,1,1,"44,767","44,767.00"
14921,20191020,3,3,"44,763","14,921.00"
14921,20191023,3,3,"44,763","14,921.00"
44691,20191025,1,1,"44,691","44,691.00"
44681,20191021,1,1,"44,681","44,681.00"
44572,20191025,1,1,"44,572","44,572.00"
44555,20191020,1,1,"44,555","44,555.00"
44555,20191026,1,1,"44,555","44,555.00"
44525,20191020,1,1,"44,525","44,525.00"
44525,20191021,1,1,"44,525","44,525.00"
44521,20191021,1,1,"44,521","44,521.00"
44510,20191025,1,1,"44,510","44,510.00"
14836,20191026,3,2,"44,508","14,836.00"
14828,20191021,3,2,"44,484","14,828.00"
14828,20191023,3,3,"44,484","14,828.00"
44468,20191022,1,1,"44,468","44,468.00"
44451,20191026,1,1,"44,451","44,451.00"
6350,20191024,7,4,"44,450","6,350.00"
44415,20191022,1,1,"44,415","44,415.00"
44415,20191026,1,1,"44,415","44,415.00"
14804,20191024,3,1,"44,412","14,804.00"
44400,20191025,1,1,"44,400","44,400.00"
14791,20191020,3,3,"44,373","14,791.00"
44357,20191026,1,1,"44,357","44,357.00"
44350,20191021,1,1,"44,350","44,350.00"
44346,20191025,1,1,"44,346","44,346.00"
8863,20191024,5,4,"44,315","8,863.00"
44282,20191024,1,1,"44,282","44,282.00"
44240,20191026,1,1,"44,240","44,240.00"
14705,20191025,3,3,"44,115","14,705.00"
44113,20191022,1,1,"44,113","44,113.00"
44113,20191023,1,1,"44,113","44,113.00"
44113,20191025,1,1,"44,113","44,113.00"
44102,20191020,1,1,"44,102","44,102.00"
44096,20191021,1,1,"44,096","44,096.00"
44075,20191020,1,1,"44,075","44,075.00"
44070,20191025,1,1,"44,070","44,070.00"
14688,20191020,3,2,"44,064","14,688.00"
14684,20191026,3,2,"44,052","14,684.00"
44036,20191020,1,1,"44,036","44,036.00"
44036,20191023,1,1,"44,036","44,036.00"
14677,20191023,3,2,"44,031","14,677.00"
44023,20191024,1,1,"44,023","44,023.00"
43983,20191022,1,1,"43,983","43,983.00"
43982,20191024,1,1,"43,982","43,982.00"
43975,20191024,1,1,"43,975","43,975.00"
43933,20191026,1,1,"43,933","43,933.00"
43932,20191024,1,1,"43,932","43,932.00"
43913,20191023,1,1,"43,913","43,913.00"
43913,20191025,1,1,"43,913","43,913.00"
43909,20191020,1,1,"43,909","43,909.00"
43909,20191025,1,1,"43,909","43,909.00"
43909,20191026,1,1,"43,909","43,909.00"
43907,20191021,1,1,"43,907","43,907.00"
43907,20191023,1,1,"43,907","43,907.00"
43905,20191022,1,1,"43,905","43,905.00"
21952,20191020,2,2,"43,904","21,952.00"
43897,20191020,1,1,"43,897","43,897.00"
43897,20191023,1,1,"43,897","43,897.00"
43895,20191022,1,1,"43,895","43,895.00"
43895,20191023,1,1,"43,895","43,895.00"
43895,20191024,1,1,"43,895","43,895.00"
43895,20191026,1,1,"43,895","43,895.00"
43893,20191026,1,1,"43,893","43,893.00"
43882,20191025,1,1,"43,882","43,882.00"
43870,20191026,1,1,"43,870","43,870.00"
43869,20191022,1,1,"43,869","43,869.00"
43860,20191020,1,1,"43,860","43,860.00"
43850,20191022,1,1,"43,850","43,850.00"
43849,20191021,1,1,"43,849","43,849.00"
