Player,RegionCode,Team,Nationality,KbmOrController,Age,Twitter
bgs_best,NAW,Free Agent,,,,
BH Dubl A,NAW,Free Agent,,,,
BH Kevy,NAW,Free Agent,,,,
BiG bAnGeR fAnG,NAW,Free Agent,,,,
biles.,NAW,Free Agent,,,,
bizmo ッ,NAW,Free Agent,,,,
Blixifer,NAW,Free Agent,,,,
blly,NAW,Free Agent,,,,
Bloom Falconer,NAW,Free Agent,,,,
Bloom Kunichi,NAW,Free Agent,,,,
Bloom Peace,NAW,Free Agent,,,,
bluzro,NAW,Free Agent,,,,
bobofn.,NAW,Free Agent,,,,
Bolt Aethers duo,NAW,Free Agent,,,,
Bolt dade,NAW,Free Agent,,,,
Bolt Jonny,NAW,Free Agent,,,,
Bolt LVs duo,NAW,Free Agent,,,,
BopHack,NAW,Free Agent,,,,
BoppinZ,NAW,Free Agent,,,,
BP cheo,NAW,Free Agent,,,,
branded.,NAW,Free Agent,,,,
Brocori.,NAW,Free Agent,,,,
brogster.,NAW,Free Agent,,,,
broom cal,NAW,Free Agent,,,,
broom jjmats,NAW,Free Agent,,,,
broom scrub,NAW,Free Agent,,,,
byelies uv,NAW,Free Agent,,,,
Cadеt,NAW,Free Agent,,,,
camd1en,NAW,Free Agent,,,,
Car Chris,NAW,Free Agent,,,,
CarsonC_,NAW,Free Agent,,,,
CarsonCBC,NAW,Free Agent,,,,
cbkflame,NAW,Free Agent,,,,
celebι,NAW,Free Agent,,,,
Cented,NAW,Free Agent,,,,
ChanceDies-,NAW,Free Agent,,,,
Chickeη,NAW,Free Agent,,,,
CitizenSnipesTV,NAW,Free Agent,,,,
Clapskii,NAW,Free Agent,,,,
clazsified,NAW,Free Agent,,,,
CLG psalm,NAW,Counter Logic Gaming,United States,KB&M,24,
CLG Summer,NAW,Free Agent,,,,
CLG_dafps,NAW,Free Agent,,,,
Closr,NAW,Free Agent,,,,
Clyfen,NAW,Free Agent,,,,
code akau,NAW,Free Agent,,,,
CODE CxLy,NAW,Free Agent,,,,
code jаcobbb,NAW,Free Agent,,,,
Code Tendai,NAW,Free Agent,,,,
Code Vega,NAW,Free Agent,,,,
CODE-COREY,NAW,Free Agent,,,,
coL Lanjok,NAW,compLexity Gaming,United States,KB&M,17,
coL Punisher,NAW,compLexity Gaming,France,KB&M,23,
CP_Dabzi,NAW,Free Agent,,,,
cr1002cr,NAW,Free Agent,,,,
CrankOnLoL,NAW,Free Agent,,,,
CrazyGoate,NAW,Free Agent,,,,
Crunch,NAW,Free Agent,,,,
cV Dymide,NAW,Free Agent,,,,
cV imRedstar.tv,NAW,Free Agent,,,,
ｃｙｆａｒｅ,NAW,Free Agent,,,,
cyvin.,NAW,Free Agent,,,,
Cоmikаziе,NAW,Free Agent,,,,
daᴡn,NAW,Free Agent,,,,
danieltrev04,NAW,Free Agent,,,,
dano boy,NAW,Free Agent,,,,
darkii,NAW,Free Agent,,,,
darrel is fat,NAW,Free Agent,,,,
Darrеn,NAW,Free Agent,,,,
Davey,NAW,Free Agent,,,,
Daπte,NAW,Free Agent,,,,
DBreΕ,NAW,Free Agent,,,,
Deesο,NAW,Free Agent,,,,
defiable,NAW,Free Agent,,,,
DELLWHORE,NAW,Free Agent,,,,
DemonGamer554,NAW,Free Agent,,,,
devilzㅤ,NAW,Free Agent,,,,
Devour Poetic,NAW,Free Agent,,,,
Devour Xero,NAW,Free Agent,,,,
Deχstαr,NAW,Free Agent,,,,
Dillownz,NAW,Free Agent,,,,
Dino Kytrex,NAW,Free Agent,,,,
DIV brandon TV,NAW,Free Agent,,,,
Dizzlе.,NAW,Free Agent,,,,
DmBotz,NAW,Free Agent,,,,
Dogmeat Gator,NAW,Free Agent,,,,
DooM Sogys,NAW,Free Agent,,,,
DooM Spectro,NAW,Free Agent,,,,
DooM TRose,NAW,Free Agent,,,,
doouke,NAW,Free Agent,,,,
Dopiㅤ,NAW,Free Agent,,,,
Dord0n,NAW,Free Agent,,,,
dustbοt,NAW,Free Agent,,,,
E11 Vic,NAW,Free Agent,,,,
Eclipticeツ,NAW,Free Agent,,,,
Eclipzz.,NAW,Free Agent,,,,
Edibleㅤ,NAW,Free Agent,,,,
EIementaIs,NAW,Free Agent,,,,
EImо,NAW,Free Agent,,,,
Elite_Frog o0o1,NAW,Free Agent,,,,
emo boy alex,NAW,Free Agent,,,,
Enthozz,NAW,Free Agent,,,,
entigo spams l2,NAW,Free Agent,,,,
etilonαn,NAW,Free Agent,,,,
Evade Truly,NAW,Free Agent,,,,
Exclusive Zurfix,NAW,Free Agent,,,,
exe cheats,NAW,Free Agent,,,,
ＥＸＰＡＮＤ ＤＯＮＧ,NAW,Free Agent,,,,
f7Yagi,NAW,Free Agent,,,,
FA Ezzi,NAW,Free Agent,,,,
FA Kenshi,NAW,Free Agent,,,,
FA Kotaa,NAW,Free Agent,,,,
FA Samster,NAW,Free Agent,,,,
FA Will,NAW,Free Agent,,,,
fahvs,NAW,Free Agent,,,,
Faint.,NAW,Free Agent,,,,
Fake-Tocata,NAW,Free Agent,,,,
FaZe H1ghSky1,NAW,Free Agent,,,,
FaZe Jaomock,NAW,Free Agent,,,,
FaZe Jarviꜱ,NAW,Free Agent,,,,
Ferny 69,NAW,Free Agent,,,,
FFW Vinny,NAW,Free Agent,,,,
FG Code Asylum,NAW,Free Agent,,,,
flarɘ,NAW,Free Agent,,,,
FluidPaRoDoX,NAW,Free Agent,,,,
flx,NAW,Free Agent,,,,
FLY Edgey,NAW,Free Agent,,,,
FLY Hansol,NAW,Free Agent,,,,
FNESS Ryan,NAW,Free Agent,,,,
FNESS Scrub,NAW,Free Agent,,,,
FoxyBox,NAW,Free Agent,,,,
Fresh.BTW,NAW,Free Agent,,,,
fright.,NAW,Free Agent,,,,
frnzy lucasbyars,NAW,Free Agent,,,,
frugels on gfuel,NAW,Free Agent,,,,
fruve.,NAW,Free Agent,,,,
frz kire,NAW,Free Agent,,,,
Fuzen Trunks,NAW,Free Agent,,,,
gamerkidswag,NAW,Free Agent,,,,
gangstergg69,NAW,Free Agent,,,,
geesh.,NAW,Free Agent,,,,
Gen.G Carlee,NAW,Free Agent,,,,
Gen.G hannahツ,NAW,Free Agent,,,,
GFD ツ,NAW,Free Agent,,,,
gg purdy,NAW,Free Agent,,,,
Ghost Aydan,NAW,Ghost Gaming,United States,Controller,19,
Ghost Kayuun,NAW,Free Agent,,,,
Ghost Saf,NAW,Free Agent,,,,
Ghost Sean,NAW,Ghost Gaming,Canada,KB&M,18,
Girrn,NAW,Free Agent,,,,
glawkie on ig,NAW,Free Agent,,,,
goldеnn,NAW,Free Agent,,,,
Got Builds,NAW,Free Agent,,,,
Gundeals,NAW,Free Agent,,,,
Gunnah is chill,NAW,Free Agent,,,,
Gurvy.,NAW,Free Agent,,,,
Gаbeツ,NAW,Free Agent,,,,
HaanzeR,NAW,Free Agent,,,,
HamayPlaya,NAW,Free Agent,,,,
Heart Rate,NAW,Free Agent,,,,
Henjih,NAW,Free Agent,,,,
hindog,NAW,Free Agent,,,,
Hrshyz,NAW,Free Agent,,,,
Husklez,NAW,Free Agent,,,,
Hxlics on YT,NAW,Free Agent,,,,
Hydrxo,NAW,Free Agent,,,,
Hysteria,NAW,Free Agent,,,,
HzExtinct.,NAW,Free Agent,,,,
HΕMMΕR,NAW,Free Agent,,,,
hаwkk,NAW,Free Agent,,,,
hоwdy,NAW,Free Agent,,,,
IBEATMYSLOTH,NAW,Free Agent,,,,
icedgreg,NAW,Free Agent,,,,
II Wabbit II,NAW,Free Agent,,,,
ImGrazz,NAW,Free Agent,,,,
Impulѕe,NAW,Free Agent,,,,
ImTruth.,NAW,Free Agent,,,,
InflatedDuck YT,NAW,Free Agent,,,,
inverse chicken,NAW,Free Agent,,,,
inѕtinct,NAW,Free Agent,,,,
iPrototypeTV,NAW,Free Agent,,,,
iRewqTV,NAW,Free Agent,,,,
itskaiso,NAW,Free Agent,,,,
ItsProdigyFN,NAW,Free Agent,,,,
jacob the pather,NAW,Free Agent,,,,
jaeyung.,NAW,Free Agent,,,,
JamesCharlesTTV.,NAW,Free Agent,,,,
jamin carry rose,NAW,Free Agent,,,,
Jamin.ㅤ,NAW,Free Agent,,,,
jammyz,NAW,Free Agent,,,,
jasperfn on yt,NAW,Free Agent,,,,
jaygrr,NAW,Free Agent,,,,
JayRosez,NAW,Free Agent,,,,
JayWick on YT,NAW,Free Agent,,,,
jellybelly,NAW,Free Agent,,,,
Jetsu.,NAW,Free Agent,,,,
JiinxΨ,NAW,Free Agent,,,,
Juckmenqt,NAW,Free Agent,,,,
Jumbacо,NAW,Free Agent,,,,
JuMpMaaN.,NAW,Free Agent,,,,
JustChelin,NAW,Free Agent,,,,
Jаy Savage,NAW,Free Agent,,,,
Kaezoh onTwitter,NAW,Free Agent,,,,
Kahufi,NAW,Free Agent,,,,
Kaminist,NAW,Free Agent,,,,
keru,NAW,Free Agent,,,,
KevinWasHere,NAW,Free Agent,,,,
KevxKev,NAW,Free Agent,,,,
Kick Joqker,NAW,Free Agent,,,,
killer31090,NAW,Free Agent,,,,
KilroyFN,NAW,Free Agent,,,,
Kizmmo,NAW,Free Agent,,,,
Kloxic,NAW,Free Agent,,,,
KNG Barl,NAW,Free Agent,,,,
KNG EpikWhale,NAW,Free Agent,,,,
KNG Jay.,NAW,Team KNG,United States,KB&M,13,
KNG Leno,NAW,Free Agent,,,,
KNG little,NAW,Team KNG,United States,KB&M,,
KNG Sealmatt,NAW,Free Agent,,,,
KNG Tavern,NAW,Free Agent,,,,
KNG Vent,NAW,Free Agent,,,,
Knives Is Daddy,NAW,Free Agent,,,,
koldqt,NAW,Free Agent,,,,
KoopTrain,NAW,Free Agent,,,,
Krypo.,NAW,Free Agent,,,,
kukuy.,NAW,Free Agent,,,,
kаrhu,NAW,Free Agent,,,,
lair,NAW,Free Agent,,,,
laptop cookiie,NAW,Free Agent,,,,
LascLive,NAW,Free Agent,,,,
laxttanks duo,NAW,Free Agent,,,,
LBCJustinTV,NAW,Free Agent,,,,
leebrie,NAW,Free Agent,,,,
Leech btw,NAW,Free Agent,,,,
legacymp4,NAW,Free Agent,,,,
Lego Lxdesman,NAW,Free Agent,,,,
lettucе,NAW,Free Agent,,,,
LG crowdotwave,NAW,Free Agent,,,,
LG Gunfly,NAW,Free Agent,,,,
LGN Zoluc,NAW,Free Agent,,,,
liftiе,NAW,Free Agent,,,,
Liilryan,NAW,Free Agent,,,,
Lilchucky ツ,NAW,Free Agent,,,,
Liquid Riversan,NAW,Team Liquid,United States,KB&M,16,
Litzinio,NAW,Free Agent,,,,
lmао.,NAW,Free Agent,,,,
Lof on N64,NAW,Free Agent,,,,
lol aixei,NAW,Free Agent,,,,
LoraeiFishy,NAW,Free Agent,,,,
Love Naga,NAW,Free Agent,,,,
lovezips,NAW,Free Agent,,,,
Lozu TTV,NAW,Free Agent,,,,
Lucas is bad.,NAW,Free Agent,,,,
Lunȧr,NAW,Free Agent,,,,
LZR Sрicy,NAW,Free Agent,,,,
LZR Vide,NAW,Free Agent,,,,
lеor,NAW,Free Agent,,,,
m4 aaron,NAW,Free Agent,,,,
m4 walla,NAW,Free Agent,,,,
make a wish rieo,NAW,Free Agent,,,,
Maniac Megalo,NAW,Free Agent,,,,
Mauricast90,NAW,Free Agent,,,,
MaxTL,NAW,Free Agent,,,,
Mazer captainy,NAW,Free Agent,,,,
Mazer Lollicker,NAW,Free Agent,,,,
Mazer Wood,NAW,Free Agent,,,,
Mech VI,NAW,Free Agent,,,,
Meltor YT,NAW,Free Agent,,,,
Meltze,NAW,Free Agent,,,,
Meta Envy,NAW,Free Agent,,,,
Meta SinOoh,NAW,Free Agent,,,,
Mimical,NAW,Free Agent,,,,
MinionKilla269,NAW,Free Agent,,,,
mízuma.,NAW,Free Agent,,,,
mm.primo,NAW,Free Agent,,,,
Moistyflops,NAW,Free Agent,,,,
Ｍojo,NAW,Free Agent,,,,
Monsoons.,NAW,Free Agent,,,,
mp bryanG,NAW,Free Agent,,,,
Mr.O_O,NAW,Free Agent,,,,
MRKN Gatekka,NAW,Free Agent,,,,
MRKN Lunatic,NAW,Free Agent,,,,
MRKN Zxrfy,NAW,Free Agent,,,,
mrmogli,NAW,Free Agent,,,,
mylеs,NAW,Free Agent,,,,
Myranian,NAW,Free Agent,,,,
Mаsterㅤ,NAW,Free Agent,,,,
N8T ツ,NAW,Free Agent,,,,
nani_sk.TV,NAW,Free Agent,,,,
Nanolo isa cutie,NAW,Free Agent,,,,
NavTheJatt,NAW,Free Agent,,,,
neo benny,NAW,Free Agent,,,,
neo creation,NAW,Free Agent,,,,
neo gubbb,NAW,Free Agent,,,,
neo revr,NAW,Free Agent,,,,
Nerf L2 Gratrix,NAW,Free Agent,,,,
Nickmercs,NAW,Free Agent,,,,
Nico tf upツ,NAW,Free Agent,,,,
niibs-,NAW,Free Agent,,,,
NioRooch,NAW,Free Agent,,,,
NIX O2XP,NAW,Free Agent,,,,
nnivlak 2S,NAW,Free Agent,,,,
No Sugar Svge,NAW,Free Agent,,,,
NolbertoEZ,NAW,Free Agent,,,,
Nova Jayhs,NAW,Free Agent,,,,
Nuqlo,NAW,Free Agent,,,,
NWO Yaxsu,NAW,Free Agent,,,,
Nоlan,NAW,Free Agent,,,,
Oath Gaabbles,NAW,Free Agent,,,,
offcoue,NAW,Free Agent,,,,
OhMyPulse,NAW,Free Agent,,,,
okNil.,NAW,Free Agent,,,,
Old Man Fulmer,NAW,Free Agent,,,,
Oppa Whip YT,NAW,Free Agent,,,,
Outcold415,NAW,Free Agent,,,,
Outr.,NAW,Free Agent,,,,
Oval,NAW,Free Agent,,,,
Oаsis,NAW,Free Agent,,,,
Pair,NAW,Free Agent,,,,
Papi Eggie,NAW,Free Agent,,,,
papo is a bot 14,NAW,Free Agent,,,,
parm,NAW,Free Agent,,,,
Paul1x.,NAW,Free Agent,,,,
Pcket,NAW,Free Agent,,,,
Pegasusㅤ,NAW,Free Agent,,,,
Perpo32,NAW,Free Agent,,,,
Phíll,NAW,Free Agent,,,,
Phoenixaa,NAW,Free Agent,,,,
piped up zinqxz,NAW,Free Agent,,,,
Poiisoned,NAW,Free Agent,,,,
Poivxs Duo,NAW,Free Agent,,,,
proverbsㅤ,NAW,Free Agent,,,,
Prox zy,NAW,Free Agent,,,,
Psyckno sucks,NAW,Free Agent,,,,
Purrrrrrrrp,NAW,Free Agent,,,,
Pyro Exoph,NAW,Free Agent,,,,
Pyro JCUDI,NAW,Free Agent,,,,
Pyro Misfit,NAW,Free Agent,,,,
pythоs,NAW,Free Agent,,,,
Qlapze,NAW,Free Agent,,,,
RamzeePlayz YT,NAW,Free Agent,,,,
REC Harmful,NAW,Free Agent,,,,
REC Triggу,NAW,Free Agent,,,,
Reguletor,NAW,Free Agent,,,,
RektSZN,NAW,Free Agent,,,,
RENUITY.,NAW,Free Agent,,,,
Retake BarBan,NAW,Free Agent,,,,
Retake Extatic,NAW,Free Agent,,,,
Retake Impact,NAW,Free Agent,,,,
Retake Rhxma,NAW,Free Agent,,,,
Retake Sceptile,NAW,Free Agent,,,,
Retake Slick,NAW,Free Agent,,,,
Retake Ѕlick,NAW,Free Agent,,,,
Reτro,NAW,Free Agent,,,,
RichHomieQuinn,NAW,Free Agent,,,,
Rift,NAW,Free Agent,,,,
Riisk0 YT,NAW,Free Agent,,,,
Ripmate is old,NAW,Free Agent,,,,
rőbs duo,NAW,Free Agent,,,,
ronín.,NAW,Free Agent,,,,
Ruckuh,NAW,Free Agent,,,,
Rue Runs It,NAW,Free Agent,,,,
Rungir,NAW,Free Agent,,,,
RyluFN,NAW,Free Agent,,,,
Ryze Chase,NAW,Free Agent,,,,
rеgulаr,NAW,Free Agent,,,,
S2 aimkey,NAW,Free Agent,,,,
S2 Bossbaby,NAW,Free Agent,,,,
S2 Bumboy,NAW,Free Agent,,,,
S2 jacob,NAW,Free Agent,,,,
S2 pash,NAW,Free Agent,,,,
S2 rehx,NAW,Free Agent,,,,
S2 slime,NAW,Free Agent,,,,
S2 thief,NAW,Free Agent,,,,
SaeSaucy,NAW,Free Agent,,,,
Sage Pique,NAW,Free Agent,,,,
Sauce Le_Bunk,NAW,Free Agent,,,,
SBZ Saiya,NAW,Free Agent,,,,
schlumpC2F,NAW,Free Agent,,,,
Scufzy,NAW,Free Agent,,,,
seidious,NAW,Free Agent,,,,
sensei tacozz,NAW,Free Agent,,,,
sevn,NAW,Free Agent,,,,
seηse,NAW,Free Agent,,,,
Shawyonix.,NAW,Free Agent,,,,
ShiroRz,NAW,Free Agent,,,,
Shoccaa,NAW,Free Agent,,,,
shp66k,NAW,Free Agent,,,,
SiaDark,NAW,Free Agent,,,,
Sihllable,NAW,Free Agent,,,,
SiNisTеr-,NAW,Free Agent,,,,
SisLovesSeajae,NAW,Free Agent,,,,
Skatе,NAW,Free Agent,,,,
skippings,NAW,Free Agent,,,,
skіes,NAW,Free Agent,,,,
SLATTǃ landen,NAW,Free Agent,,,,
slayerkey TTV,NAW,Free Agent,,,,
Slogro.,NAW,Free Agent,,,,
slαyZon,NAW,Free Agent,,,,
Slіm,NAW,Free Agent,,,,
Smoke Nach TTV,NAW,Free Agent,,,,
snackbаr.,NAW,Free Agent,,,,
Sneak E Beaver,NAW,Free Agent,,,,
snoirreH,NAW,Free Agent,,,,
Snіpz,NAW,Free Agent,,,,
snоw xd,NAW,Free Agent,,,,
Soo_Sweαty,NAW,Free Agent,,,,
spidеyy,NAW,Free Agent,,,,
SpiɍitLS,NAW,Free Agent,,,,
Sritzer,NAW,Free Agent,,,,
Steamㄨ,NAW,Free Agent,,,,
Steelo.,NAW,Free Agent,,,,
StrideFN on YT,NAW,Free Agent,,,,
Surge Prollo,NAW,Free Agent,,,,
Swazy Miv,NAW,Free Agent,,,,
Swazy Stef,NAW,Free Agent,,,,
swork1,NAW,Free Agent,,,,
Syn Merkz,NAW,Free Agent,,,,
Synergy Aldem,NAW,Free Agent,,,,
Synergy Code Kix,NAW,Free Agent,,,,
Synergy JaayLe,NAW,Free Agent,,,,
Synergy Kix,NAW,Free Agent,,,,
Synergy Legend,NAW,Free Agent,,,,
Synergy Lucxs,NAW,Free Agent,,,,
Synergy Toukii,NAW,Free Agent,,,,
Synergy Zastruh,NAW,Free Agent,,,,
SypherPK,NAW,Free Agent,,,,
syphx.,NAW,Free Agent,,,,
sτaxx1k,NAW,Free Agent,,,,
sрooк,NAW,Free Agent,,,,
T U R B O,NAW,Free Agent,,,,
T1 Persecute,NAW,Free Agent,,,,
T1 Sofa,NAW,Free Agent,,,,
t1049,NAW,Free Agent,,,,
Tairany,NAW,Free Agent,,,,
Tatlo3,NAW,Free Agent,,,,
Tempest Chubbie,NAW,Free Agent,,,,
Tempest Juuki,NAW,Free Agent,,,,
Tempest Noodles,NAW,Free Agent,,,,
Tempest Soulo,NAW,Free Agent,,,,
temple who,NAW,Free Agent,,,,
TempoMoosestache,NAW,Free Agent,,,,
Tendaі,NAW,Free Agent,,,,
ＴＧｉＲｙａｎ,NAW,Free Agent,,,,
ThaiTanks,NAW,Free Agent,,,,
they hate echo,NAW,Free Agent,,,,
Thiccboy Jordan,NAW,Free Agent,,,,
Thiccboy Sanity,NAW,Free Agent,,,,
thn boonie,NAW,Free Agent,,,,
Thomuss_,NAW,Free Agent,,,,
thomє,NAW,Free Agent,,,,
ThunderNano,NAW,Free Agent,,,,
Ticklе.,NAW,Free Agent,,,,
tickrss,NAW,Free Agent,,,,
TiG_FN,NAW,Free Agent,,,,
Tiki 2D YouTube,NAW,Free Agent,,,,
tikkles.,NAW,Free Agent,,,,
Timbers Jelty,NAW,Free Agent,,,,
Timbers Spx,NAW,Free Agent,,,,
timyoshi w keys,NAW,Free Agent,,,,
tinder NC Toko,NAW,Free Agent,,,,
TN_Saffron,NAW,Free Agent,,,,
TNoah.,NAW,Free Agent,,,,
Toarklet,NAW,Free Agent,,,,
Topgun,NAW,Free Agent,,,,
ToucheMyTralala,NAW,Free Agent,,,,
Trashу,NAW,Free Agent,,,,
TravonHD,NAW,Free Agent,,,,
Trev Frags,NAW,Free Agent,,,,
TrevholTTV,NAW,Free Agent,,,,
Tristan Hipp,NAW,Free Agent,,,,
Triumph ツ,NAW,Free Agent,,,,
trxcer,NAW,Free Agent,,,,
TSM.Vinny1x,NAW,Free Agent,,,,
TSM_Cloud.,NAW,Free Agent,,,,
TSM_Kaysid,NAW,Free Agent,,,,
TSM_Myth,NAW,Free Agent,,,,
TSO RedBaka,NAW,Free Agent,,,,
Tsundere Blaze,NAW,Free Agent,,,,
TTV FraxNg,NAW,Free Agent,,,,
ttv godku_,NAW,Free Agent,,,,
TTV Sbz People,NAW,Free Agent,,,,
TTV Scyonik,NAW,Free Agent,,,,
TvMDM88,NAW,Free Agent,,,,
TwasLucky,NAW,Free Agent,,,,
Twitch Astruhh,NAW,Free Agent,,,,
Twitch Ceoseph,NAW,Free Agent,,,,
Twitch Fns_kv,NAW,Free Agent,,,,
Twitch Gabesu,NAW,Free Agent,,,,
Twitch Haasty_,NAW,Free Agent,,,,
Twitch JShepherd,NAW,Free Agent,,,,
Twitch KarimSZN,NAW,Free Agent,,,,
Twitch Maximoe,NAW,Free Agent,,,,
Twitch Miinted,NAW,Free Agent,,,,
Twitch Moter,NAW,Free Agent,,,,
Twitch PonXTH,NAW,Free Agent,,,,
Twitch RhudiFN,NAW,Free Agent,,,,
Twitch Riyaz1,NAW,Free Agent,,,,
Twitch Rockiii,NAW,Free Agent,,,,
Twitch Rucien,NAW,Free Agent,,,,
Twitch Sauul9,NAW,Free Agent,,,,
Twitch Slowf0,NAW,Free Agent,,,,
Twitch.Khane2,NAW,Free Agent,,,,
Twitch_Kiddlazy,NAW,Free Agent,,,,
Twitter JebFN,NAW,Free Agent,,,,
Twitter Lxdesman,NAW,Free Agent,,,,
TXG Gibbyyyyyyyy,NAW,Free Agent,,,,
TXG Kehnys,NAW,Free Agent,,,,
TXG Powur,NAW,Free Agent,,,,
tylerǃ,NAW,Free Agent,,,,
Typical Gamer,NAW,Meta Gaming,,,,
TyTyKO,NAW,Free Agent,,,,
Tее,NAW,Free Agent,,,,
Tуrone,NAW,Free Agent,,,,
UD Logics,NAW,Free Agent,,,,
Unkind.,NAW,Free Agent,,,,
Unlocalize,NAW,Free Agent,,,,
Unmoved.,NAW,Free Agent,,,,
unsightly on yt,NAW,Free Agent,,,,
use code akau,NAW,Free Agent,,,,
Use Code Dragon,NAW,Free Agent,,,,
USE CODE PZUHS,NAW,Free Agent,United States,KB&M,17,
uwu korl,NAW,Free Agent,,,,
uwu wrye,NAW,Free Agent,,,,
uzi xenon,NAW,Free Agent,,,,
V8 Husful,NAW,Free Agent,,,,
Vayne WC,NAW,Free Agent,,,,
veecheeFN,NAW,Free Agent,,,,
vehxzy -iwnl-,NAW,Free Agent,,,,
Ventr.x,NAW,Free Agent,,,,
verrt,NAW,Free Agent,,,,
Victiini,NAW,Free Agent,,,,
Vipercyborg,NAW,Free Agent,,,,
Voiсe,NAW,Free Agent,,,,
Vomituos,NAW,Free Agent,,,,
Voxie.,NAW,Free Agent,,,,
vеws,NAW,Free Agent,,,,
W Key Slays,NAW,Free Agent,,,,
wahleeee,NAW,Free Agent,,,,
washed player,NAW,Free Agent,,,,
wavyjаcob,NAW,Free Agent,,,,
WBG Chikin,NAW,Free Agent,,,,
WBG Kurisy,NAW,Free Agent,,,,
WBG Ranger,NAW,Free Agent,,,,
WBG Wheels,NAW,Free Agent,,,,
Weelay,NAW,Free Agent,,,,
WhyTea YT,NAW,Free Agent,,,,
willi_4m,NAW,Free Agent,,,,
Wizz Says Hi,NAW,Free Agent,,,,
World Cup Dvces,NAW,Free Agent,,,,
wubbza,NAW,Free Agent,,,,
Wxсk,NAW,Free Agent,,,,
Xairos iwnl,NAW,Free Agent,,,,
xEL CHUPACABRAx,NAW,Free Agent,,,,
xetiq,NAW,Free Agent,,,,
Xycik,NAW,Free Agent,,,,
YagisSpamNotPzm,NAW,Free Agent,,,,
YerDadOnToast,NAW,Free Agent,,,,
YerMomOnToast,NAW,Free Agent,,,,
Yonder July,NAW,Free Agent,,,,
Yonder Swifty7K,NAW,Free Agent,,,,
Youtube Jrez,NAW,Free Agent,,,,
Youtube Maqzify,NAW,Free Agent,,,,
Youtube Relicon,NAW,Free Agent,,,,
YouTube Txch,NAW,Free Agent,,,,
YouTube.Lukend,NAW,Free Agent,,,,
YT Cozmixo,NAW,Free Agent,,,,
Yt_TheSilentOne,NAW,Free Agent,,,,
YvngBoogieOg,NAW,Free Agent,,,,
Zenoki,NAW,Free Agent,,,,
zensd,NAW,Free Agent,,,,
Zhex_,NAW,Free Agent,,,,
Zoo GTEdog,NAW,Free Agent,,,,
ZooKeyKneeFN,NAW,Free Agent,,,,
Zoommba,NAW,Free Agent,,,,
zoooooooooooooof,NAW,Free Agent,,,,
Zuletа,NAW,Free Agent,,,,
ZyedYT,NAW,Free Agent,,,,
ΑΑΑ.VΕRΝO,NAW,Free Agent,,,,
αмρ,NAW,Free Agent,,,,
Εctor,NAW,Free Agent,,,,
Ηellboy Ψ,NAW,Free Agent,,,,
Μercyㅤ,NAW,Free Agent,,,,
Μosey,NAW,Free Agent,,,,
Νugz,NAW,Free Agent,,,,
Τocata,NAW,Free Agent,,,,
аims,NAW,Free Agent,,,,
еeth,NAW,Free Agent,,,,
Еmph,NAW,Free Agent,,,,
Еndо,NAW,Free Agent,,,,
Ѕkі,NAW,Free Agent,,,,
ፐіtan,NAW,Free Agent,,,,
јmo,NAW,Free Agent,,,,
Мony,NAW,Free Agent,,,,
оliver.,NAW,Free Agent,,,,
сortex,NAW,Free Agent,,,,
саleb,NAW,Free Agent,,,,
Тricks,NAW,Free Agent,,,,
ㅤﾠㅤ,NAW,Free Agent,,,,
0 ping apolox,OCE,Free Agent,,,,
109 iwnl,OCE,Free Agent,,,,
189cm88kg3cm,OCE,Free Agent,,,,
1TapS is khara,OCE,Free Agent,,,,
2eㅤ,OCE,Free Agent,,,,
2Faulty,OCE,Free Agent,,,,
50ㅤ,OCE,Free Agent,,,,
5amer,OCE,Free Agent,,,,
60PingFreeWall,OCE,Free Agent,,,,
abelixe,OCE,Free Agent,,,,
acuator,OCE,Free Agent,,,,
adrianfoster16,OCE,Free Agent,,,,
AeroOCE,OCE,Free Agent,,,,
AfgKnight1108,OCE,Free Agent,,,,
agbays,OCE,Free Agent,,,,
ahrc has bad RNG,OCE,Free Agent,,,,
Airow 張,OCE,Free Agent,,,,
aleccfishy,OCE,Free Agent,,,,
alfa viz,OCE,Free Agent,,,,
Alkahzai,OCE,Free Agent,,,,
Alpha Barbuxx,OCE,Free Agent,,,,
Alpha Darkitect,OCE,Free Agent,,,,
Alpha Kushi,OCE,Free Agent,,,,
Alpha Laz,OCE,Free Agent,,,,
Alpha Spag,OCE,Free Agent,,,,
alqeu,OCE,Free Agent,,,,
alwaysㅤthinkㅤahe,OCE,Free Agent,,,,
AM A SCAMMER,OCE,Free Agent,,,,
amazedtm,OCE,Free Agent,,,,
amity xzhilez,OCE,Free Agent,,,,
AMR Benjiz,OCE,Free Agent,,,,
AMR Cheeezzy,OCE,Free Agent,,,,
AMR clean,OCE,Free Agent,,,,
AMR Mel,OCE,Free Agent,,,,
AMR Sedz,OCE,Free Agent,,,,
ando .,OCE,Free Agent,,,,
AntGa,OCE,Free Agent,,,,
arvbot,OCE,Free Agent,,,,
Athnico,OCE,Free Agent,,,,
AtmptZ,OCE,Free Agent,,,,
AUS_SWAGG,OCE,Free Agent,,,,
Aussie Antics,OCE,Free Agent,,,,
AV Merci,OCE,Free Agent,,,,
AV.,OCE,Free Agent,,,,
awe 累,OCE,Free Agent,,,,
AzTaks,OCE,Free Agent,,,,
Azzure ttv,OCE,Free Agent,,,,
